mail	birthdate	registration	blood_group	company	username	user_id	ssn	residence	name	job	current_location	station_ID
amanda28@yahoo.com.br	1968-05-21	11/21/2018, 00:00:00	AB-	da Luz - EI	hteixeira	1176	06125948315		Vitória Machado		(Decimal('-89.9399765'), Decimal('-131.677480'))	613
reutersylwia@hotmail.de		2019-08-26	AB+	Wulf Seifert GmbH & Co. KGaA	corinnaradisch	50	727-64-8683		Ing. Ursula Jopich B.Eng.		(Decimal('17.244704'), Decimal('12.791790'))	673
nschinke@gmx.de	1934-11-02	2020/05/18	B-	Dippel	bgierschner	891	089-81-5539		Prof. Johan Mangold MBA.		(Decimal('86.9955395'), Decimal('64.288559'))	524
santino14@libero.it	1930-02-25	2020/09/20	A-	Peruzzi Group	antonio29	1377	MDGRGR24E56A628D		Rocco Pennetta		(Decimal('89.2364835'), Decimal('166.432280'))	310
nnishimura@hotmail.com		2025-09-10	B-	合同会社鈴木通信	mikako41	1387	570-91-7810		池田 七夏		(Decimal('18.1865325'), Decimal('135.331966'))	461
ishikawashota@yahoo.com		26 Jun 2024	B-	有限会社加藤食品	chiyoyoshida	1210	598-34-5438		佐藤 康弘	配管工	(Decimal('38.7948305'), Decimal('26.413682'))	406
xturner@hotmail.com		12/01/2020, 00:00:00	O+	Parker PLC	montoyafrederick	1332	728-02-3413		Michael Williams		(Decimal('81.7434285'), Decimal('95.636913'))	261
kda-rosa@ig.com.br	1999-05-15	14 Jul 2022	O-	Rios	iferreira	134	05789431232		Vitor Gabriel Vargas		(Decimal('53.877706'), Decimal('58.718834'))	63
monicabellini@hotmail.com	1931-05-12	27 Jan 2020	AB-	Monduzzi, Lettiere e Beccheria e figli	berenice38	230	CRLTNI12C09B075T		Gioele Galiazzo	Senior tax professional/tax inspector	(Decimal('2.100748'), Decimal('121.638346'))	650
pier70@tin.it	2003-03-26	08/04/2024, 00:00:00	AB-	Branciforte Group	delfino69	2015	GTTDRA11B27L166H		Eraldo Tognazzi-Treccani		(Decimal('-21.7733535'), Decimal('-109.797528'))	118
anderssabrina@gmail.com		28 Oct 2020	B-	Riehl	marie-luise50	980	107-56-3503		Georgios Gotthard B.Eng.	Mathematiker	(Decimal('19.6258315'), Decimal('179.390486'))	542
telemacomimun@libero.it		03 Sep 2019	B-	Napolitano, Corbo e Gagliano SPA	morena01	1873	GRGFRN17R46F387O		Ottavio Gualandi	Agricultural consultant	(Decimal('37.3813145'), Decimal('167.522736'))	200
heiderose63@gmail.com	1938-04-05	26 Jul 2024	A-	Hofmann KG	wulfluitgard	1376	080-02-8763		Jasmin Heidrich-Scholz		(Decimal('44.480365'), Decimal('99.235685'))	809
raymundjuncken@gmx.de		04/26/2024, 00:00:00	O+	Ring	qoderwald	346	254-05-1474		Milena Atzler	Chirurgiemechaniker	(Decimal('6.211631'), Decimal('-30.898610'))	501
woodmatthew@gmail.com		2024/05/12	AB+	Patterson-Jones	owensjanet	1180	224-99-3103		Christopher Gomez DDS		(Decimal('42.5794225'), Decimal('-133.067695'))	757
takahashiakira@yahoo.com		2019/08/24	A-	山田食品合同会社	lsuzuki	284	323-19-4566		木村 康弘		(Decimal('-72.6956605'), Decimal('-158.196646'))	425
michelotto69@gmail.com	1977-08-05	2022-02-21	B+	Aporti-Curiel Group	flaianoluisa	1859	GGLMCL06B66G388R		Teresa Antonello		(Decimal('79.994514'), Decimal('-72.648797'))	660
gmarques@bol.com.br		2020/05/07	B+	Moreira	melorafaela	184	05921687359		Maria Luiza Pires		(Decimal('58.0664865'), Decimal('-82.776437'))	200
amberdavis@yahoo.com	2010-07-31	2023/11/15	A-	Hill Inc	rushrichard	1923	558-18-6180		Jessica Frazier		(Decimal('73.592186'), Decimal('137.665267'))	20
ejordan@gmail.com	1925-02-17	08 Jun 2022	O-	Weeks PLC	william49	1470	033-78-8475		Dr. Elizabeth Smith	Trade union research officer	(Decimal('-55.036330'), Decimal('111.944005'))	239
msager@aol.de		10/28/2021, 00:00:00	B+	Schinke	schoenlandvittorio	1273	620-18-2441		Giuseppina Heß		(Decimal('-37.7023195'), Decimal('156.325029'))	630
gnovaes@gmail.com	1921-03-25	2023-06-03	AB+	Santos da Costa Ltda.	da-costaana-julia	1058	41753986001		Sara Mendes	Profissional de reciclagem	(Decimal('17.5999615'), Decimal('72.031238'))	307
isabellaclark@gmail.com		11/04/2020, 00:00:00	B-	Gonzalez-Day	pwilliams	1987	372-83-5390		Eric Allen		(Decimal('-6.4566975'), Decimal('-153.148987'))	259
cecilia38@gmail.com	1978-10-30	02 Mar 2019	AB-	Rios Ribeiro - EI	gustavo-henrique33	1679	91065238460		José Miguel Casa Grande		(Decimal('-46.898157'), Decimal('-23.933860'))	315
thorsten18@hotmail.de	1935-05-26	2025-01-02	B+	Siering KG	qbolander	2055	539-89-9796		Christoph Benthin		(Decimal('87.0508775'), Decimal('166.359097'))	337
dennisoestrovsky@yahoo.de		2021/06/20	O+	Reising KGaA	henckjanette	400	271-56-5406		Sieglinde Hahn		(Decimal('-87.602548'), Decimal('-4.896219'))	507
gabrielwilms@yahoo.de	2005-12-13	2024-10-27	O-	Mies e.V.	jaroslaw36	1503	506-12-1576		Gunter Hecker-Hauffer		(Decimal('-69.919067'), Decimal('-21.728258'))	459
ivan12@hotmail.com		2024-12-25	AB-	Gallagher, Steele and Rivera	hornjennifer	312	648-72-5287		Laura Castro		(Decimal('-88.6568285'), Decimal('140.589622'))	179
theo22@gmail.com	2019-10-04	2019-10-16	O+	Costa e Filhos	davi-luccanovaes	712	65391470820		Catarina Aragão		(Decimal('37.325313'), Decimal('91.494670'))	394
ana-sophiajesus@hotmail.com		2022-08-12	B+	Abreu	alexandreaparecida	597	23405761808		Sr. Arthur Miguel Mendes		(Decimal('-35.677227'), Decimal('162.668710'))	181
wagenknechtulrich@gmx.de		05/01/2019, 00:00:00	AB+	Hübel Schuchhardt GmbH	adolphgaby	1523	666-14-4574		Dipl.-Ing. Luitgard Warmer B.Eng.		(Decimal('-81.368505'), Decimal('71.393050'))	803
msuzuki@gmail.com		2019/07/22	O+	林通信株式会社	miki22	1805	485-90-9782		田中 康弘		(Decimal('84.786774'), Decimal('106.381868'))	823
wbrown@yahoo.com		01 Feb 2023	AB+	Singleton-Nelson	brianflores	1800	327-75-3977		Eric Pena		(Decimal('-36.810033'), Decimal('128.539485'))	542
marcelacirino@yahoo.com.br	1978-09-03	2022-11-23	A-	Porto Moreira - ME	joao-vitorda-paz	1365	47159280350		Marcela Ferreira	Engenheiro de controle e automação		513
maria-eduarda67@yahoo.com.br	1981-01-13	2020/01/23	O-	Sá e Filhos	nda-costa	305	24367519864		Isaque da Cunha		(Decimal('-13.969624'), Decimal('61.199282'))	800
guidoscialpi@gmail.com		06/06/2024, 00:00:00	B+	Morandi SPA	mariagadda	1185	GGLNRC35S41I565M		Antonietta Zanzi		(Decimal('-14.493846'), Decimal('60.887568'))	93
maria-luiza68@ig.com.br		05/28/2021, 00:00:00	O-	Pacheco	vitor-hugo31	1303	84125069360		Sra. Luna Mendes	Cancerologista ou Oncologista	(Decimal('31.473672'), Decimal('-37.206403'))	243
baileymcfarland@gmail.com	1960-04-09	2024/12/19	A+	Brewer, Wade and Ramirez	davischelsea	164	195-72-9114		Michelle Lambert		(Decimal('-31.3121215'), Decimal('19.304596'))	308
roerrichtluciano@googlemail.com		08 Oct 2022	AB+	Beckmann AG	vjuncken	2005	573-35-4947		Dr. Alois Junitz B.A.		(Decimal('72.200691'), Decimal('-77.967055'))	618
dakota21@gmail.com		2021-06-01	AB+	Camacho-Wilson	tinawilliams	963	002-09-0091		Gregory Carr	Hospital pharmacist	(Decimal('-64.647156'), Decimal('-104.240036'))	745
jmachado@uol.com.br	2024-07-11	29 May 2021	AB+	Moreira Rocha - EI	arthur-gabriel40	909	12054836915		Paulo Dias	Militar da Aeronáutica		170
hasegawaminoru@yahoo.com	2002-02-21	25 Apr 2024	B+	渡辺印刷有限会社	kyosuke32	786	771-31-9232		鈴木 幹	エンジニア演奏家	(Decimal('63.3499255'), Decimal('-113.026336'))	673
bviviani@libero.it	1910-12-26	01 Nov 2022	O-	Orlando, Aloisio e Romiti e figli	pinabenedetti	642	CMSNTN30E01L127L		Romeo Tedesco-Magrassi		(Decimal('-5.8670235'), Decimal('92.674502'))	534
salieripiero@libero.it		2022-07-16	O-	Odescalchi, Curatoli e Interiano e figli	vincenzopacillo	2055	MTURST83B48I190I		Luciano Giammusso		(Decimal('27.926466'), Decimal('157.827191'))	711
hasegawakumiko@yahoo.com		2022-10-26	O+	木村農林有限会社	tanakananami	274	265-15-3269		山田 洋介		(Decimal('-53.368317'), Decimal('16.909876'))	512
gregoryarnold@yahoo.com	1981-08-25	11/24/2020, 00:00:00	B+	Perez and Sons	wendymills	457	659-12-8424		Lori Jackson			669
catarinanascimento@yahoo.com.br		2022/03/23	AB+	Barros e Filhos	pedro-henrique97	1848	92568370130		Guilherme Guerra	Vistoriador de sinistros	(Decimal('73.3124655'), Decimal('53.097894'))	175
yuki30@hotmail.com		08/29/2023, 00:00:00	AB+	有限会社加藤水産	suzukichiyo	251	163-78-7288		佐藤 知実		(Decimal('29.230462'), Decimal('-161.587726'))	793
mauriziogianvecchio@hotmail.it		09 Jan 2021	O+	Mercati, Coardi e Bixio SPA	yparisi	647	RNRBNC40L22F445Z		Imelda Gianetti	Designer, interior/spatial	(Decimal('-67.819794'), Decimal('-175.194114'))	155
diazalexander@hotmail.com		01/19/2024, 00:00:00	B-	Taylor-Luna	lucasjames	954	370-30-2647		Sandra Byrd		(Decimal('62.4809525'), Decimal('104.945365'))	782
lewisgary@gmail.com		21 Aug 2019	B+	Garcia, Erickson and Dunn	shannon60	258	042-27-8126		Brett Bush		(Decimal('-20.971961'), Decimal('108.809001'))	397
carvalhomarcela@yahoo.com.br	2024-10-28	2022-02-11	B+	Montenegro - EI	cassianoana-carolina	332	84057391223		Melissa Montenegro		(Decimal('4.425187'), Decimal('-43.798111'))	717
sarahsimpson@yahoo.com	1932-05-25	03/01/2023, 00:00:00	AB+	Robbins-Quinn	ann72	901	726-14-0188		Michael Adams		(Decimal('-87.0068405'), Decimal('25.076007'))	653
hidekiito@yahoo.com	1940-01-25	04/30/2024, 00:00:00	B+	有限会社伊藤食品	dsakamoto	818	010-66-5695		三浦 充	検察官	(Decimal('-30.5584565'), Decimal('-76.145771'))	627
btextor@gmail.com		22 Nov 2020	AB-	Textor GmbH	manders	1029	789-94-8800		Silvester Kusch-Schottin	Fleischer	(Decimal('-81.3727225'), Decimal('-101.395899'))	482
melissalima@ig.com.br		12 Aug 2020	A-	Pastor S.A.	wlopes	804	09213874588		Ana Clara Siqueira		(Decimal('2.801686'), Decimal('-151.358024'))	276
yabe@yahoo.com		11/28/2019, 00:00:00	AB+	山本食品有限会社	fujitamai	785	231-93-4598		鈴木 知実		(Decimal('-28.6381705'), Decimal('12.088425'))	351
bruno62@hotmail.com	1992-07-29	2024/03/08	B-	Fogaça	dsousa	440	59316248728		Clara Nunes		(Decimal('25.344285'), Decimal('-90.717512'))	756
anakamura@gmail.com	1931-06-01	2024-02-12	B-	山崎ガス有限会社	yfujiwara	502	826-41-1403		松田 洋介		(Decimal('35.621550'), Decimal('-107.371977'))	217
safernando@uol.com.br	1936-04-06	04/14/2025, 00:00:00	O-	Costa Ltda.	sda-rocha	791	25310946799		João Gabriel Cunha		(Decimal('78.822162'), Decimal('-8.569679'))	375
sylvieullmann@hotmail.de		08/29/2019, 00:00:00	O+	Linke	mkraus	669	820-79-1944		Georgine Anders-Ernst			406
maria-liz88@yahoo.com.br	2002-08-25	2019-12-03	AB-	Guerra	santosrael	102	06479123506		Luísa Aragão		(Decimal('53.414515'), Decimal('-104.672174'))	259
da-costavinicius@ig.com.br		2019/01/03	A-	da Luz Carvalho - EI	rda-conceicao	2001	40327169869		Diogo Sampaio		(Decimal('16.583151'), Decimal('108.331389'))	524
falbuquerque@uol.com.br	1922-06-17	2020-05-09	AB+	Moura	luiz-gustavo16	1752	46321970840		Evelyn da Mata			178
fjimenez@yahoo.com		07 Mar 2019	O-	Williams-Dunn	webstereric	945	747-56-4682		Mr. Mark Clark		(Decimal('62.608676'), Decimal('-109.222192'))	60
hgrein-groth@googlemail.com		2020/11/10	B-	Steinberg GbR	ssteckel	107	408-91-1643		Siegmund Scholtz-Jopich		(Decimal('52.466149'), Decimal('175.975705'))	539
werabloch@web.de	1981-10-27	11 Aug 2022	AB-	Schwital GmbH & Co. KG	anatolij09	1958	837-80-6872		Frau Cläre Kruschwitz B.Sc.			775
tony58@yahoo.com	1970-04-27	10 Oct 2022	O-	Howard-Pope	melissagarrison	43	179-83-6767		Raymond Anderson		(Decimal('38.563259'), Decimal('-97.830268'))	774
hstiebitz@hotmail.de	1915-01-22	2018/11/29	B-	Dörr GmbH & Co. KG	schenklarissa	56	545-78-2225		Ottomar Kensy		(Decimal('26.4789835'), Decimal('46.553886'))	721
ypimenta@uol.com.br	2022-10-20	2021/04/06	O-	Cunha	silveiramaria-sophia	774	94786120340		Manuela Pereira	Veterinário	(Decimal('61.4385475'), Decimal('-76.998887'))	528
frankeheino@yahoo.de		10/04/2018, 00:00:00	O-	Kühnert	detzold	56	622-47-6935		Grzegorz Bärer		(Decimal('50.665384'), Decimal('-19.911892'))	528
luiz-feliperodrigues@uol.com.br	1931-11-07	03/30/2019, 00:00:00	O+	da Conceição - EI	pietro56	1532	13460782978		Zoe Pastor		(Decimal('13.390333'), Decimal('-22.002016'))	557
mackermann@aol.de		2023-03-07	A+	Fliegner	erose	1471	117-53-2515		Jessica Striebitz		(Decimal('-60.284079'), Decimal('-174.447387'))	267
dawn01@hotmail.com		09/05/2023, 00:00:00	O-	Smith-Klein	dnichols	1943	872-58-1079		Timothy Lopez		(Decimal('-12.6888745'), Decimal('40.819039'))	97
dturchetta@virgilio.it		03/24/2020, 00:00:00	B+	Guarato-Cerutti Group	giorgia58	721	BRNNNS22E07E547D		Luisa Vecoli		(Decimal('16.116878'), Decimal('-87.349602'))	25
aalmeida@uol.com.br		2021/10/22	O+	Ribeiro	azevedoana-julia	615	95378614228		João Pedro Garcia		(Decimal('52.947795'), Decimal('-82.634359'))	88
intermineirenata@libero.it		05/05/2022, 00:00:00	A-	Tomasini SPA	taccolanicoletta	1754	DPRCRL85E69C903L		Dott. Silvio Armellini	Higher education lecturer	(Decimal('-75.409371'), Decimal('-161.219726'))	551
icunha@ig.com.br		16 Jun 2024	AB-	Martins Gomes - ME	ksiqueira	1856	09376452810		Dr. Benjamin Costa		(Decimal('4.724786'), Decimal('-100.351281'))	142
barrosleo@hotmail.com		07/26/2019, 00:00:00	AB+	Leão - ME	nda-rocha	679	70639154875		Marcela Camargo		(Decimal('32.396586'), Decimal('50.340071'))	545
amicomascheroni@gmail.com	2018-09-14	10/12/2020, 00:00:00	O+	Parpinel-Trentin Group	nibalierika	1223	SSLRAI45S10D850M		Zaira Vanvitelli		(Decimal('-0.0163925'), Decimal('-153.329558'))	618
jeromespencer@hotmail.com		13 Oct 2020	B+	Moore-Martin	jasonrobinson	1952	555-46-9350		Kayla Abbott		(Decimal('-4.0144195'), Decimal('112.310516'))	117
smelo@hotmail.com	2010-11-16	2018-11-28	AB+	Lima	luiz-miguel66	268	67482095365		Maria Júlia Mendonça		(Decimal('45.4649945'), Decimal('-80.691565'))	161
gaspare34@tele2.it	2007-12-05	04/07/2022, 00:00:00	AB-	Iannelli-Toninelli Group	rosalia77	370	BNMMLE29S51B332U		Carolina Lettiere	Air traffic controller	(Decimal('-89.931149'), Decimal('17.916823'))	52
cpastine@tiscali.it	1927-09-05	2025-08-25	O+	Cuda SPA	vittadellosonia	821	FLLSYV37M22A603W		Gioele Cavalcanti		(Decimal('-50.728066'), Decimal('-133.925365'))	465
valeria47@live.com		11/14/2020, 00:00:00	O-	Canil-Fischetti e figli	navogadro	316	TSOLCN63C25C290X		Dott. Gianluca Poerio			234
francescamaelzer@gmx.de		03/15/2019, 00:00:00	B+	Girschner GmbH & Co. KGaA	jungferstanislaw	1134	697-36-6447		Rebecca Junck	Drogist	(Decimal('-2.266794'), Decimal('-0.776277'))	108
ttanaka@gmail.com	1937-04-29	22 Mar 2025	A-	合同会社村上運輸	kimurayasuhiro	337	682-13-1636		近藤 明美	お笑い芸人	(Decimal('-67.357773'), Decimal('28.621573'))	556
gsato@gmail.com	2016-08-08	12/23/2022, 00:00:00	B+	後藤銀行合同会社	yamamotomomoko	1939	485-10-4799		福田 桃子		(Decimal('82.066692'), Decimal('76.253408'))	543
kazuyayoshida@hotmail.com	1992-09-19	09/18/2019, 00:00:00	O+	合同会社石川保険	kumikokimura	140	365-81-5956		田中 修平		(Decimal('-24.3171435'), Decimal('165.448962'))	88
mweiss@gmail.com	1974-01-06	20 Oct 2024	A+	Wernecke	xjacobi-jaeckel	528	841-95-4790		Ellen Atzler		(Decimal('53.9687785'), Decimal('-143.897021'))	696
zinoue@yahoo.com	1994-10-23	2019/11/27	A+	有限会社山崎印刷	yumikotanaka	1352	500-48-2291		佐藤 学	作曲家	(Decimal('53.4867395'), Decimal('98.074826'))	809
oliver79@bol.com.br		2025-03-28	O-	da Mata S.A.	davi30	1259	28154639033		Dr. Alexandre Costa		(Decimal('-26.205071'), Decimal('47.979731'))	482
ilariabresciani@gmail.com	2009-07-19	2024-02-17	A-	Pizzetti, Gangemi e Cundari Group	iovadia	403	LGRLCN84C48E048W		Dott. Romana Tomaselli		(Decimal('-58.2200805'), Decimal('61.576421'))	142
griffinstephanie@yahoo.com	1928-03-17	2024/12/05	B-	Richardson, Harmon and Mccormick	bbeard	939	746-42-4284		Billy Mccann	Commercial horticulturist	(Decimal('25.019643'), Decimal('-113.295030'))	592
kaori58@yahoo.com	1972-03-14	11/26/2024, 00:00:00	O+	株式会社山下印刷	kanakimura	1490	162-65-2030		佐藤 充		(Decimal('6.216840'), Decimal('-16.790978'))	463
guerragabriel@yahoo.com.br	1949-12-02	2019/09/19	O-	Sousa - ME	idas-neves	966	01867923521		Isabela Cassiano		(Decimal('78.615155'), Decimal('112.353968'))	607
gustavo-henriquedas-neves@ig.com.br		13 Oct 2019	AB+	Jesus e Filhos	da-rochamiguel	550	97568240185		Bento Barbosa	Investigador de Polícia	(Decimal('56.459517'), Decimal('125.547578'))	170
tammy02@yahoo.com	1967-04-06	2023-08-31	A+	Davis, Hughes and White	george86	1678	310-35-4974		Austin Bailey Jr.		(Decimal('87.1373425'), Decimal('97.037713'))	15
timothy74@yahoo.com		2023-08-29	B+	Black Inc	melissagray	210	811-87-6533		Angela Smith		(Decimal('-2.133133'), Decimal('-17.039608'))	704
lorenamoreira@hotmail.com		04 Sep 2019	O+	Camargo S.A.	fernandesmaria-vitoria	1241	24083176571		Marcela Fonseca		(Decimal('-45.096342'), Decimal('-173.900692'))	272
fiorino68@poste.it		07/04/2025, 00:00:00	A+	Borsiere-Verdi s.r.l.	lando72	1079	RNLNNT26B10C969K		Gianfrancesco Ricolfi			568
nanami66@yahoo.com		2023-01-14	AB-	山本情報株式会社	manabu22	319	053-15-0532		佐藤 春香		(Decimal('-37.091732'), Decimal('-124.217676'))	480
edietz@aol.de		07/10/2019, 00:00:00	A+	Stiebitz Seifert AG	tlustekthilo	1605	121-18-6860		Esther Schulz-Otto		(Decimal('88.4409625'), Decimal('-10.429139'))	490
marisa44@aol.de		2023/08/29	AB+	Noack Seifert Stiftung & Co. KGaA	ddippel	456	384-54-0740		Angelica Etzler		(Decimal('29.1547345'), Decimal('74.339449'))	178
ericjefferson@gmail.com		2019-12-15	AB+	Parker, Smith and Porter	crawfordrobert	920	468-30-1256		Zachary Burns	Police officer	(Decimal('-69.3318205'), Decimal('-112.457765'))	633
carrillojustin@yahoo.com	1967-08-18	2020/12/30	O-	Booker, Mcdowell and Murray	christina22	1699	744-07-2545		Carla Russell		(Decimal('-64.1964285'), Decimal('-81.144933'))	367
schottinandy@yahoo.de		2024/03/10	AB+	Mude Hartung OHG mbH	dbarth	591	089-88-6647		Ernst-Dieter Ladeck	Erzieher	(Decimal('-60.645616'), Decimal('-115.857730'))	776
tosodiana@fastwebnet.it	1973-08-25	2021-06-26	AB+	Parpinel-Guarana e figli	ermestrapanese	1947	GNNFBZ00E65C587R		Giorgia Renier			170
jacobbecker@yahoo.com	2019-04-12	2020-08-04	B-	Robinson-Mills	jamesshah	829	681-08-0167		Ryan Joseph	Petroleum engineer	(Decimal('34.416129'), Decimal('65.505026'))	162
sylviooestrovsky@googlemail.com	1920-01-23	2023-05-30	A-	Beier	stiffelliesa	803	870-75-9779		Werner Lindau		(Decimal('-79.604706'), Decimal('-16.346118'))	721
kevinbrito@uol.com.br	1932-03-13	08 Jan 2023	A+	Aragão Ltda.	lda-mata	1046	50389142689		Dr. Danilo Mendes	Ecólogo	(Decimal('-75.349425'), Decimal('8.698677'))	421
melissaharris@hotmail.com	1912-12-24	12/30/2018, 00:00:00	AB+	Page, Peterson and Gregory	shouston	2035	701-95-1273		Steven Ross			569
rei57@gmail.com	1939-10-05	2020/08/29	O-	遠藤印刷株式会社	tsubasa39	1568	227-88-5353		佐々木 直樹	YouTuber	(Decimal('-42.9428855'), Decimal('-31.207011'))	287
daisynguyen@gmail.com		2021-07-28	O-	Smith Inc	darrell09	1509	897-60-9079		Alyssa Hammond	Licensed conveyancer	(Decimal('-68.353236'), Decimal('-25.749611'))	190
pcook@yahoo.com	1925-05-26	2021-04-21	B-	Jones PLC	probbins	1756	041-07-9449		John Prince		(Decimal('65.3335645'), Decimal('111.896562'))	11
aendo@gmail.com		2019/01/15	AB-	株式会社高橋銀行	hideki72	2003	297-41-6313		中村 翼		(Decimal('41.5675145'), Decimal('100.791566'))	84
nkarz@gmail.com	1914-02-20	2023-12-11	A+	Drub Kaul GmbH	thiesgerti	2054	147-72-9600		Gunar Drub			525
robert42@yahoo.com	1926-12-09	01/12/2022, 00:00:00	O+	Espinoza Group	fordjessica	1775	146-08-6286		Elizabeth Jones		(Decimal('-71.7097045'), Decimal('-10.044656'))	273
brunabrito@bol.com.br	2021-06-03	2022/09/01	AB+	Vieira Ltda.	bernardo63	133	37942861031		Yago Nunes		(Decimal('78.792130'), Decimal('109.227555'))	175
ginesealphons@alice.it	1971-05-07	2023/01/10	B+	Molesini, Antonucci e Camanni Group	durante39	238	FLPGRN77R45B977T		Graziano Donatoni-Mascheroni	Psychotherapist, child	(Decimal('-63.6076055'), Decimal('-58.815850'))	217
giustinocibin@tim.it	1995-08-30	2020-01-13	AB-	Toso-Cerutti SPA	comboniubaldo	1469	RPSLVI84A26D361R		Rossana Iacobucci	Environmental health practitioner	(Decimal('18.090567'), Decimal('-4.945312'))	710
ulee@yahoo.com	1958-07-29	2024-10-18	AB+	Wright, Todd and Bond	jennifer64	1988	838-18-8031		Katie Mullins		(Decimal('-23.314723'), Decimal('-1.003314'))	427
graziella91@gmail.com	1947-02-23	06/03/2023, 00:00:00	O+	Bragaglia, Ortese e Parmitano e figli	zeffirellielena	90	FCNDRA57A51G126R		Dina Piane		(Decimal('68.035252'), Decimal('-124.968217'))	428
ghaering@gmail.com	1993-09-05	12/18/2018, 00:00:00	AB-	Eckbauer GmbH & Co. KG	junitzkrystyna	1023	811-81-8596		Helmuth Blümel B.Sc.	Altenpfleger	(Decimal('75.9003665'), Decimal('-172.557534'))	232
amedeopellegrini@yahoo.com		10/28/2019, 00:00:00	B-	Palladio SPA	ritacimarosa	152	PCCMRN55E65E353I		Sig.ra Liliana Paolucci		(Decimal('-76.515781'), Decimal('-69.715197'))	485
margarethe05@yahoo.de	1943-10-14	11 Feb 2020	B-	Kusch Ruppersberger KG	zwohlgemut	1934	482-85-7496		Hannes Dörschner		(Decimal('-69.599453'), Decimal('-80.090910'))	557
krocha@gmail.com		16 Oct 2023	O-	da Conceição	noahcavalcanti	824	52174680920		Renan da Rocha	Escritor	(Decimal('65.161601'), Decimal('-145.651507'))	514
milena71@fastwebnet.it		02 Nov 2019	O-	Renault, Mennea e Peranda e figli	bfaranda	1930	PSNLBC81S62I306X		Alessandro Bonatti		(Decimal('-38.905369'), Decimal('-96.591586'))	439
bhayashi@gmail.com		19 Jul 2022	AB-	田中食品合同会社	jun21	167	678-07-8878		石川 さゆり	ウェブデザイナー	(Decimal('-53.210789'), Decimal('-125.064656'))	797
ana-juliacamargo@bol.com.br	2014-05-02	2021/07/29	AB-	Cirino	maria-claramoreira	1407	13627804562		Luiz Miguel Lima		(Decimal('-47.774105'), Decimal('-99.420976'))	353
balbiirma@alice.it		2020-05-06	AB-	Chittolini, Grassi e Gaiatto s.r.l.	hugosonnino	814	DSDLCZ54H05H347Z		Sig.ra Elisa Scarfoglio	Educational psychologist	(Decimal('80.5307915'), Decimal('-117.083701'))	340
amentzel@gmx.de		2025/06/24	A+	Drewes Heinz GmbH & Co. OHG	florian61	1003	005-92-4287		Heinz Dieter Henk	Pfleger	(Decimal('-13.5017725'), Decimal('170.199409'))	326
maustin@yahoo.com		2021-05-09	AB+	Alvarado, Price and Williams	jwilliams	1234	866-14-9924		Daniel Gilbert	Tax inspector	(Decimal('4.4102545'), Decimal('92.538256'))	552
lucca57@yahoo.com.br		2021-07-17	O+	Nunes	thomasmoraes	1586	27091568303		Ana Cecília Borges			564
maayasuzuki@yahoo.com		2023-10-17	O+	斉藤運輸合同会社	ssaito	1664	125-01-0303		佐藤 淳		(Decimal('85.954229'), Decimal('43.689072'))	475
nataljabohlander@aol.de		05 Jan 2025	O-	Albers KG	etintzmann	2054	307-27-1846		Verena Wirth		(Decimal('72.323749'), Decimal('-169.064468'))	52
tsato@hotmail.com	1998-04-27	18 Mar 2019	AB+	山崎食品有限会社	yumikoyamamoto	618	830-46-1570		伊藤 加奈		(Decimal('-38.683891'), Decimal('-12.761016'))	522
lluna@gmail.com	1979-05-05	2022/01/28	A+	Canevascini, Turrini e Antonioni Group	rlettiere	779	BRCFRN99H46E648A		Giulietta Babato		(Decimal('-35.8191665'), Decimal('21.751399'))	784
efinke@yahoo.de	1963-11-16	2021/08/26	O+	Häring	freyastiffel	312	032-63-1654		Arndt Mude		(Decimal('35.5854985'), Decimal('125.799469'))	256
doliveira@hotmail.com		26 Sep 2020	B+	Duarte Peixoto S.A.	julia36	2055	61708524371		Joana Pinto	Auxiliar de reprografia	(Decimal('81.503621'), Decimal('-110.444646'))	438
gutierrezcathy@gmail.com		2019/12/23	B-	Delgado, Castillo and Jones	evansrandall	1039	233-07-9104		Jade Hernandez		(Decimal('-9.478362'), Decimal('-46.566786'))	237
yumikokimura@gmail.com		04/02/2023, 00:00:00	AB-	合同会社鈴木水産	atsushi09	1914	166-86-1304		高橋 淳		(Decimal('-44.847755'), Decimal('124.478217'))	506
ana-liznovais@bol.com.br	1998-06-14	10/02/2022, 00:00:00	A+	Machado Cavalcante S/A	ana-sophia59	1128	93657042865		Sr. Yan Camargo	Produtor de audio visual	(Decimal('34.188347'), Decimal('-90.127841'))	1
donald91@web.de	1992-10-27	03 Jan 2025	O-	Gierschner e.V.	willibertbirnbaum	1942	481-61-4857		Steffi Heß B.A.		(Decimal('8.3331145'), Decimal('-16.903656'))	663
clarice86@bol.com.br		14 Apr 2019	A+	Lima	hellena34	1822	75124963891		Rodrigo Guerra		(Decimal('-42.504069'), Decimal('50.897118'))	231
camannileopoldo@tim.it		2020-05-07	AB-	Boitani SPA	lazzarogullotta	876	NSGCLD17A57A422E		Micheletto Torlonia		(Decimal('-87.3734395'), Decimal('5.935571'))	528
aparecidalaura@ig.com.br	2001-07-22	12/26/2019, 00:00:00	O-	Porto e Filhos	jose-pedroalmeida	1211	62048937187		Cauê Gonçalves		(Decimal('34.4638295'), Decimal('8.201559'))	664
